recording_id,subject_id,window_id,label,bpm,ibi,sdnn,rmssd,sdsd,pnn20,pnn50,hr_mad,sd1,sd2,breathing_rate,sd1_sd2_ratio,baevsky_proxy,pnn20_normalized
ECGPCG0010,S10,0,0,62.15173596228033,965.3793103448276,58.7856502506049,52.67962468680711,27.96709071865192,0.8035714285714286,0.3928571428571428,49.0,37.21928949085516,74.99698973550707,0.2333333333333333,0.4962771122163296,0.9301508763808733,0.8323893209233972
ECGPCG0010,S10,1,0,61.09772241268117,982.0333333333332,64.1337058201241,40.42570083666569,21.001470516631912,0.6271186440677966,0.2372881355932203,43.0,28.57900543848431,86.61521097138395,0.2333333333333333,0.32995365499861545,1.0636797395314348,0.6385920139178541
ECGPCG0010,S10,2,0,61.64937339981135,973.2459016393444,43.12264466847366,34.49541032272748,19.137485031563923,0.5833333333333334,0.1166666666666666,26.0,24.39183606591899,53.59031317940461,0.3,0.4551538257345557,0.7537234374958668,0.5993689080537213
ECGPCG0010,S10,3,0,65.83389601620527,911.3846153846154,46.83052663436609,31.18192585457159,18.166090276597767,0.515625,0.109375,32.0,22.04805431821026,62.333555714147664,0.3,0.3537108394605199,1.0262354904892117,0.565760043889264
ECGPCG0010,S10,4,0,65.31056534458126,918.6875,50.19240324740388,27.958018414236616,17.089393409216907,0.4761904761904761,0.0634920634920634,28.0,19.76368322462123,68.64707761297795,0.1666666666666666,0.28790276165936657,1.0015015579301731,0.5183378201950893
ECGPCG0010,S10,5,0,65.37043245055314,917.8461538461538,62.83782074496482,34.505434354605654,19.81319005107456,0.5625,0.15625,48.0,24.338072990173234,84.28827719128562,0.2,0.2887480181252239,1.3910851872093,0.6128478042239357
ECGPCG0010,S10,6,0,62.707740808004665,956.8196721311476,84.90023232637722,38.72552990814544,23.16460422474101,0.7,0.1333333333333333,52.0,27.358717887438445,117.41766618926356,0.3,0.23300342082544367,1.3427833984598114,0.731590309426721
ECGPCG0010,S10,7,0,62.56096330429518,959.0645161290324,47.06031509694695,42.60608745853801,23.743274412288912,0.7213114754098361,0.2950819672131147,33.0,30.121477604211336,59.69177302383784,0.3,0.5046169024361592,0.7745371892590857,0.7520990124013627
ECGPCG0010,S10,8,0,65.6163494070606,914.40625,45.75639256909902,33.92241381049053,18.963199167085225,0.5555555555555556,0.1111111111111111,33.0,23.946358126514887,59.56242556916684,0.1666666666666666,0.4020379945525756,0.9728081029713347,0.6075587908061166
ECGPCG0010,S10,9,0,59.92889791772473,1001.186440677966,78.75567767023105,59.07155217075364,35.8737547273796,0.7241379310344828,0.396551724137931,44.0,41.71348538851706,102.59679748289192,0.2333333333333333,0.4065768758081636,0.7448593720366985,0.7232798024552985
ECGPCG0010,S10,10,0,63.37740220798691,946.7096774193548,42.36568418744272,36.83280789873232,21.46126426879483,0.5737704918032787,0.1475409836065573,35.0,26.044635367828832,54.487068504720526,0.2,0.47799663447800345,0.9502397738990958,0.6060680539015143
ECGPCG0010,S10,11,0,61.429253975837824,976.7333333333332,61.9461773549336,43.41443952560063,23.598528528128703,0.7457627118644068,0.2372881355932203,52.0,30.69706307004162,82.7921463675368,0.2666666666666666,0.3707726447116014,1.197758150754854,0.7635274505471369
ECGPCG0010,S10,12,0,63.14717365472755,950.1612903225806,102.41301478979643,47.88853177337802,30.060120713271026,0.6721311475409836,0.2295081967213114,66.0,33.86191667195962,141.05846278073486,0.1666666666666666,0.24005590309455954,1.3782005039145913,0.70738637154203
ECGPCG0010,S10,13,0,57.30178942430132,1047.0877192982457,40.50916322666657,42.845236441339495,23.342065907205527,0.6964285714285714,0.2857142857142857,24.0,30.275773301099868,48.27744540356165,0.3,0.6271204503058955,0.5601556073264622,0.665110055817783
ECGPCG0010,S10,14,0,62.707740808004665,956.8196721311476,88.8855422046086,42.02142310774351,24.08621090075306,0.6333333333333333,0.2333333333333333,54.0,29.713175154765565,122.88788702625568,0.2,0.24179091913605105,1.285058780053319,0.6619150418622713
ECGPCG0010,S10,15,0,61.553985872855705,974.7540983606556,62.59122018190072,44.83674088661366,25.85212219958397,0.6833333333333333,0.2666666666666666,42.0,31.68815937293368,82.88008405722893,0.3,0.38233744250371315,0.9367317568750331,0.70103150577419
ECGPCG0010,S10,16,0,63.978876815273686,937.809523809524,57.28205268747536,34.395235979195085,19.56246166379769,0.532258064516129,0.1290322580645161,40.0,24.2758706954641,76.7537415155021,0.2333333333333333,0.3162825709357902,1.1629517198615353,0.5675545523935568
ECGPCG0010,S10,17,0,64.84514843459759,925.28125,62.47636271773109,34.347431224853366,18.82349625032278,0.6031746031746031,0.0793650793650793,44.0,24.284303309981876,85.58848499017009,0.1333333333333333,0.2837333002537777,1.281027347603649,0.6518824445806106
ECGPCG0010,S10,18,0,64.10484703871221,935.9666666666668,64.34748549002431,36.27386253831092,21.6976576432966,0.5517241379310345,0.1551724137931034,50.0,25.587659127854614,87.47580946398445,0.2333333333333333,0.29251125865133687,1.3784029359649577,0.5894698578272386
ECGPCG0010,S10,19,0,62.64313619830258,957.8064516129032,59.17356610952755,43.04477272580718,25.75204779431424,0.6229508196721312,0.2459016393442623,38.0,30.418561781141285,78.2351831726119,0.2,0.3888092357888162,0.8828017134451187,0.6503932173594257
ECGPCG0010,S10,20,0,63.85389131106458,939.6451612903226,46.7464322510263,33.06526085500969,20.003869553102827,0.5245901639344263,0.1147540983606557,30.0,23.37652035361664,62.27093578627136,0.0,0.37540017760212263,0.9072966103080997,0.55828538851204
ECGPCG0010,S10,21,0,62.57693885925318,958.8196721311476,44.4483521229964,31.28577951721836,15.34043313889438,0.6333333333333333,0.0666666666666666,28.0,22.113897088583105,56.79534409712745,0.3,0.38936109007043707,0.8949752742972161,0.6605343546254502
ECGPCG0010,S10,22,0,67.1869697997964,893.030303030303,82.01126487608174,37.044671577808494,22.67748668540815,0.4923076923076923,0.1692307692307692,59.0,26.15022599379644,113.22963210131354,0.3,0.23094860866807568,1.5926716554472609,0.5512777009214064
ECGPCG0010,S10,23,0,64.46414182111201,930.75,52.76421609386422,29.988357529241032,17.98058918115831,0.4603174603174603,0.0793650793650793,43.0,21.132558624397696,70.77055641528332,0.3333333333333333,0.29860664794538755,1.4338897528543146,0.4945661674106477
ECGPCG0010,S10,24,0,61.88495485441818,969.5409836065572,75.08106521041692,43.56757203853955,24.34164241696841,0.6833333333333333,0.2666666666666666,42.0,30.780621609491035,101.93265750811494,0.2666666666666666,0.301970166990305,0.9640197300604079,0.7048008747308738
ECGPCG0010,S10,25,0,61.6945434603784,972.5333333333332,65.74685459312018,44.28796370136653,27.54745715784413,0.6779661016949152,0.2372881355932203,37.0,31.31227377467117,87.97565670975897,0.2666666666666666,0.35591975036882856,0.8354414173125989,0.6971134854280046
ECGPCG0010,S10,26,0,65.04065040650407,922.5,76.55716818169282,41.18097881149762,25.68357955004328,0.6031746031746031,0.2698412698412698,59.0,29.1181033994014,104.40201289871816,0.3,0.2789036589519522,1.4327002482715907,0.653847808319353
ECGPCG0010,S10,27,0,58.67278122471001,1022.6206896551724,74.65248860350731,56.25817679360353,35.01276204034836,0.6491228070175439,0.4210526315789473,56.0,39.69185711305797,96.41303370725612,0.3,0.41168559464248794,0.995410839744033,0.6347640074018335
ECGPCG0010,S10,28,0,63.92694063926941,938.5714285714286,62.48344905569547,39.8124636020495,23.51079633327561,0.5967741935483871,0.2096774193548387,52.0,28.116118669408444,83.71849664525219,0.3333333333333333,0.33584117962064425,1.3061236102756397,0.6358324741002603
ECGPCG0010,S10,29,0,63.85135135135136,939.6825396825396,101.79980749612656,66.6105677947237,46.61598382498072,0.6774193548387096,0.3709677419354839,76.0,47.10011587791265,137.12011376284323,0.1,0.3434953092248369,1.1409600814881502,0.7209023539668701
ECGPCG0011,S11,7,0,71.37546468401487,840.625,79.45901065958473,65.39664602619472,37.31625772457699,0.7704918032786885,0.4918032786885246,62.0,46.23569311027789,100.6189071294066,0.1666666666666666,0.45951297255508733,0.948060838274565,0.916570174904016
ECGPCG0011,S11,8,0,72.86535303776682,823.4366197183099,79.68896090414373,61.19523790996439,36.273620031699096,0.7,0.4571428571428571,64.0,43.267035102149215,104.54675938525874,0.2,0.413853431292964,1.0458329951805927,0.850095785440613
ECGPCG0011,S11,9,0,73.54422728188595,815.8356164383562,90.06223323212117,61.33378623021192,38.21647849285778,0.7222222222222222,0.3472222222222222,68.0,43.36277045013511,120.37329893161112,0.1666666666666666,0.36023579012128953,1.1086874473406791,0.885254587652331
ECGPCG0011,S11,15,0,71.84538064559652,835.1267605633802,76.47644018644277,56.60186771274804,33.45439783786098,0.7,0.4142857142857143,58.0,40.01181458172634,100.91608152422528,0.2333333333333333,0.39648601072685685,1.0247011506695551,0.8381961075319594
ECGPCG0011,S11,16,0,68.71659609911849,873.1515151515151,76.22777717378247,58.82804145591167,34.22694879285384,0.7846153846153846,0.4,62.0,41.58905181377944,99.00366139903213,0.2333333333333333,0.4200758964474623,1.053919141478582,0.8986016412961648
ECGPCG0013,S13,0,0,65.41960543800471,917.15625,67.18891713621748,54.897306725506,35.46413985167977,0.6666666666666666,0.3492063492063492,39.0,38.80984516372943,86.90396607593863,0.2,0.44658312981730336,0.7104173522498645,0.7268845048667189
ECGPCG0013,S13,1,0,67.81750924784217,884.7272727272727,38.14904798627291,30.52262716790233,18.818950539503632,0.4923076923076923,0.0769230769230769,16.0,21.541911811560304,47.39313609703863,0.0,0.4545365338865253,0.5242012552780642,0.5564513579310126
ECGPCG0013,S13,2,0,66.3005625502277,904.969696969697,77.2851802205724,54.59219442656333,38.37289477293103,0.5076923076923077,0.2615384615384615,33.0,38.60229014882054,103.10898697623924,0.1333333333333333,0.37438337123529475,0.6044820096013751,0.5610047600403882
ECGPCG0013,S13,3,0,67.76412608234368,885.4242424242424,61.363067711544,43.95592197785273,31.95327950314204,0.4923076923076923,0.1384615384615384,32.0,31.080243539289363,81.67780256564609,0.1333333333333333,0.38052252341521486,0.7280020036463176,0.556013342214102
ECGPCG0013,S13,4,0,63.548464245447406,944.1612903225806,55.64901342440188,50.76529084028142,36.02203034602482,0.639344262295082,0.2459016393442623,28.0,35.886230692925594,69.54898277549539,0.1666666666666666,0.5159849829690047,0.5515579441184747,0.6771557665498494
ECGPCG0013,S13,5,0,67.16190088531596,893.3636363636364,50.43346542982852,40.67129019534352,25.490223209888548,0.5538461538461539,0.2153846153846154,29.0,28.75864881486619,65.70424679834082,0.1333333333333333,0.4376984778949237,0.7130336693938113,0.6199560081721475
ECGPCG0013,S13,6,0,62.495800013439954,960.0645161290324,71.55685106573156,54.881690936048976,36.464441157927496,0.6557377049180327,0.2622950819672131,46.0,38.74982639903549,92.77246021220004,0.2,0.4176867392586372,0.83816657936861,0.6830142077971578
ECGPCG0013,S13,7,0,60.3436519841811,994.3050847457628,79.55453395282035,95.85117774895656,62.237778098130654,0.8275862068965517,0.5344827586206896,54.0,67.75167991125141,89.79697009525293,0.1333333333333333,0.7544985074594747,0.5633733534089465,0.8323262342645669
